"id_persona_pr","nme_genero_pr","id_niv_form_pr","id_clas_pr","edad_anos_pr","nme_region_gr","nme_area_gr","Actividades","LugarActualTrabajo","cant_libros","cant_lineas","cant_tgs","cant_art"
1447571,"masculino","3","i",30,"region eje cafetero","medicina clinica","Actividades de docencia","Otras IE","No especificado","3 líneas","15 o menos","15 o menos"
1447941,"masculino","3","i",36,"region del llano","ciencias de la salud","Actividades de docencia","Universidad","1 libro","4 o más líneas","15 o menos","Entre 16 y 30"
1447942,"femenino","4","ij",33,"centro oriente","medicina clinica","No especificado","No especificado","No especificado","No especificado","No especificado","No especificado"
1448180,"femenino","d","ij",33,"region pacifico","medicina clinica","No especificado","No especificado","1 libro","3 líneas","15 o menos","15 o menos"
1448290,"masculino","3","i",44,"distrito capital","medicina clinica","No especificado","No especificado","No especificado","No especificado","No especificado","No especificado"
1448821,"femenino","2","ij",39,"distrito capital","medicina clinica","No especificado","No especificado","No especificado","No especificado","No especificado","No especificado"
1448853,"masculino","3","ij",32,"region caribe","ciencias de la salud","No especificado","No especificado","No especificado","No especificado","No especificado","No especificado"
1448981,"masculino","3","i",42,"distrito capital","medicina clinica","No especificado","No especificado","No especificado","No especificado","No especificado","No especificado"
1449035,"femenino","3","ij",29,"region eje cafetero","ciencias de la salud","No especificado","Universidad","2 libros","2 líneas","15 o menos","15 o menos"
1449091,"femenino","4","ij",57,"centro oriente","otras ciencias medicas","No especificado","No especificado","No especificado","No especificado","No especificado","No especificado"
1450781,"masculino","2","ij",31,"region eje cafetero","psicologia","No especificado","No especificado","No especificado","No especificado","No especificado","No especificado"
1451174,"masculino","3","ij",37,"region eje cafetero","ciencias de la salud","No especificado","No especificado","No especificado","3 líneas","No especificado","15 o menos"
1451343,"masculino","3","i",36,"centro oriente","ciencias de la salud","Actividades de investigación","Universidad","No especificado","1 línea","Entre 16 y 30","Entre 31 y 45"
1451686,"masculino","5","is",63,"centro sur","ciencias de la salud","No especificado","Centro de investigación","No especificado","4 o más líneas","Entre 31 y 45","Entre 16 y 30"
1451689,"masculino","3","ij",60,"region eje cafetero","medicina clinica","No especificado","No especificado","No especificado","No especificado","No especificado","No especificado"
1452001,"femenino","5","ij",29,"region pacifico","ciencias de la salud","Actividades de docencia","Universidad","No especificado","2 líneas","15 o menos","15 o menos"
1452005,"masculino","3","ij",34,"distrito capital","psicologia","No especificado","No especificado","No especificado","No especificado","No especificado","No especificado"
1452177,"masculino","4","ij",44,"region eje cafetero","otras ciencias medicas","Actividades de docencia","Universidad","No especificado","1 línea","15 o menos","15 o menos"
1452727,"femenino","3","ij",33,"centro oriente","ciencias de la salud","Actividades de administración","Universidad","1 libro","2 líneas","15 o menos","15 o menos"
1454127,"femenino","4","ij",35,"distrito capital","ciencias de la salud","No especificado","No especificado","No especificado","No especificado","No especificado","No especificado"
1454739,"femenino","3","ij",33,"distrito capital","ciencias de la salud","No especificado","No especificado","No especificado","No especificado","No especificado","No especificado"
1454914,"masculino","3","i",43,"centro oriente","medicina clinica","No especificado","No especificado","No especificado","No especificado","No especificado","No especificado"
1455123,"femenino","3","ij",34,"region eje cafetero","biotecnologia en salud","No especificado","No especificado","No especificado","No especificado","No especificado","No especificado"
1455320,"masculino","4","ij",40,"distrito capital","medicina basica","No especificado","No especificado","No especificado","No especificado","No especificado","No especificado"
1455355,"femenino","3","i",32,"distrito capital","ciencias de la salud","No especificado","No especificado","No especificado","No especificado","No especificado","No especificado"
1455581,"masculino","4","ij",46,"centro oriente","psicologia","No especificado","No especificado","No especificado","No especificado","No especificado","No especificado"
1456227,"femenino","3","i",39,"region caribe","ciencias de la salud","No especificado","Universidad","1 libro","1 línea","Más de 45","15 o menos"
1456676,"femenino","4","i",35,"centro oriente","medicina clinica","No especificado","No especificado","No especificado","3 líneas","Entre 16 y 30","Entre 16 y 30"
1457099,"femenino","1","ij",27,"region caribe","medicina clinica","No especificado","Universidad","No especificado","1 línea","No especificado","15 o menos"
1457938,"masculino","2","i",38,"region pacifico","ciencias de la salud","Actividades de administración","Otras IE","1 libro","4 o más líneas","Más de 45","No especificado"
1458121,"masculino","d","ij",32,"distrito capital","medicina clinica","No especificado","No especificado","No especificado","No especificado","No especificado","No especificado"
1458283,"masculino","d","ij",61,"region eje cafetero","medicina clinica","No especificado","No especificado","No especificado","No especificado","No especificado","No especificado"
1458375,"femenino","1","ij",29,"distrito capital","medicina basica","No especificado","No especificado","No especificado","No especificado","No especificado","No especificado"
1459062,"masculino","3","ij",29,"centro oriente","ciencias de la salud","Actividades de docencia","Otras IE","No especificado","3 líneas","Entre 16 y 30","15 o menos"
1459076,"femenino","4","ij",33,"distrito capital","ciencias de la salud","No especificado","No especificado","No especificado","No especificado","No especificado","No especificado"
1459116,"masculino","d","i",48,"distrito capital","medicina clinica","No especificado","No especificado","No especificado","No especificado","No especificado","No especificado"
1460285,"femenino","4","ij",34,"distrito capital","medicina clinica","No especificado","No especificado","No especificado","No especificado","No especificado","No especificado"
1460297,"masculino","2","ij",31,"distrito capital","medicina clinica","No especificado","No especificado","No especificado","No especificado","No especificado","No especificado"
1460602,"masculino","4","ij",49,"exterior","medicina clinica","No especificado","No especificado","1 libro","No especificado","No especificado","15 o menos"
1461112,"femenino","3","ij",42,"distrito capital","psicologia","No especificado","No especificado","No especificado","No especificado","No especificado","No especificado"
1461284,"femenino","4","i",33,"region eje cafetero","psicologia","No especificado","No especificado","No especificado","No especificado","No especificado","No especificado"
1461327,"femenino","4","i",42,"distrito capital","psicologia","No especificado","No especificado","No especificado","No especificado","No especificado","No especificado"
1461473,"femenino","2","ij",40,"region pacifico","medicina clinica","No especificado","No especificado","No especificado","No especificado","No especificado","No especificado"
1461621,"masculino","3","i",39,"centro oriente","psicologia","No especificado","No especificado","No especificado","No especificado","No especificado","No especificado"
1462124,"masculino","3","ij",30,"distrito capital","medicina clinica","No especificado","No especificado","No especificado","No especificado","No especificado","No especificado"
1462208,"masculino","3","ij",28,"region pacifico","otras ciencias medicas","No especificado","Universidad","No especificado","2 líneas","15 o menos","15 o menos"
